Diagnostic Code,Rated Issue Name,Contention Classification Code,Contention classification Name,Automation Eligible?,Contention Classifier version
6205,Meniere's syndrome,[8969],['Ear Disease and Other Sense Organs'],FALSE,0.1
6203,Otitis interna,[8969],['Ear Disease and Other Sense Organs'],FALSE,0.1
6200,"Otitis media, chronic (ear infection)",[8969],['Ear Disease and Other Sense Organs'],FALSE,0.1
6211,Perforated ear drum,[8969],['Ear Disease and Other Sense Organs'],FALSE,0.1
9520,Anorexia nervosa,[8970],['Eating Disorders'],FALSE,0.1
9521,Bulimia nervosa,[8970],['Eating Disorders'],FALSE,0.1
7908,Acromegaly,[8973],['Endocrine'],FALSE,0.1
7911,Addison's disease,[8973],['Endocrine'],FALSE,0.1
7919,C-cell hyperplasia of the thyroid,[8973],['Endocrine'],FALSE,0.1
7907,Cushing's syndrome,[8973],['Endocrine'],FALSE,0.1
7909,Diabetes insipidus,[8973],['Endocrine'],FALSE,0.1
7913,Diabetes mellitus,[8973],['Endocrine'],FALSE,0.1
7917,Hyperaldosteronism,[8973],['Endocrine'],FALSE,0.1
7904,Hyperparathyroidism,[8973],['Endocrine'],FALSE,0.1
7916,Hyperpituitarism,[8973],['Endocrine'],FALSE,0.1
7900,Hyperthyroidism,[8973],['Endocrine'],FALSE,0.1
7905,Hypoparathyroidism,[8973],['Endocrine'],FALSE,0.1
7903,Hypothyroidism,[8973],['Endocrine'],FALSE,0.1
7902,Nontoxic adenoma of thyroid gland,[8973],['Endocrine'],FALSE,0.1
7918,Pheochromocytoma,[8973],['Endocrine'],FALSE,0.1
7912,Pluriglandular syndrome,[8973],['Endocrine'],FALSE,0.1
7901,Toxic adenoma of thyroid gland,[8973],['Endocrine'],FALSE,0.1
6061,Anatomical loss both eyes,[8974],['Eye (Vision)'],FALSE,0.1
6029,Aphakia (absence of eye lens),[8974],['Eye (Vision)'],FALSE,0.1
6062,Blindness in both eyes,[8974],['Eye (Vision)'],FALSE,0.1
6027,"Cataract, traumatic",[8974],['Eye (Vision)'],FALSE,0.1
6028,"Cataract. senile, and others",[8974],['Eye (Vision)'],FALSE,0.1
6000,"Choroidopathy-uveitis,iritis,cyclitis,choroiditis",[8974],['Eye (Vision)'],FALSE,0.1
6018,"Conjunctivitis, chronic",[8974],['Eye (Vision)'],FALSE,0.1
6017,"Conjunctivitis, chronic (trachomatus)",[8974],['Eye (Vision)'],FALSE,0.1
6008,Detachment of retina,[8974],['Eye (Vision)'],FALSE,0.1
6090,Diplopia (double vision),[8974],['Eye (Vision)'],FALSE,0.1
6020,Eversion of eyelid (eyelid turns outward),[8974],['Eye (Vision)'],FALSE,0.1
6025,Excessive tearing,[8974],['Eye (Vision)'],FALSE,0.1
6012,"Glaucoma, inflammatory",[8974],['Eye (Vision)'],FALSE,0.1
6013,"Glaucoma, simple",[8974],['Eye (Vision)'],FALSE,0.1
6080,Impairment to field of vision,[8974],['Eye (Vision)'],FALSE,0.1
6030,Inability to focus eyes,[8974],['Eye (Vision)'],FALSE,0.1
6003,Inflammation of iris,[8974],['Eye (Vision)'],FALSE,0.1
6026,Inflammation of optic nerve,[8974],['Eye (Vision)'],FALSE,0.1
6005,Inflammation of the choroid,[8974],['Eye (Vision)'],FALSE,0.1
6004,Inflammation of the ciliary body,[8974],['Eye (Vision)'],FALSE,0.1
6007,Intraocular hemorrhage,[8974],['Eye (Vision)'],FALSE,0.1
6021,Inversion of eyelid (eyelid turns inward),[8974],['Eye (Vision)'],FALSE,0.1
6035,Keratoconus (protrusion of cornea),[8974],['Eye (Vision)'],FALSE,0.1
6001,Keratopathy,[8974],['Eye (Vision)'],FALSE,0.1
6022,Lagophthalmos (inability to close eye),[8974],['Eye (Vision)'],FALSE,0.1
6064,"Loss of 1 eye; vision 10, 15, or 20/200 in other",[8974],['Eye (Vision)'],FALSE,0.1
6065,"Loss of 1 eye; vision 20/100, 70 or 50 in other",[8974],['Eye (Vision)'],FALSE,0.1
6066,Loss of 1 eye; vision 20/40 in other,[8974],['Eye (Vision)'],FALSE,0.1
6063,Loss of 1 eye; vision 5/200 in other,[8974],['Eye (Vision)'],FALSE,0.1
6023,Loss of eyebrows,[8974],['Eye (Vision)'],FALSE,0.1
6024,Loss of eyelashes,[8974],['Eye (Vision)'],FALSE,0.1
6032,Loss of portion of eyelids,[8974],['Eye (Vision)'],FALSE,0.1
6040,None,[8974],['Eye (Vision)'],FALSE,0.1
6042,None,[8974],['Eye (Vision)'],FALSE,0.1
6046,None,[8974],['Eye (Vision)'],FALSE,0.1
6016,Nystagmus (rapid eyeball movement),[8974],['Eye (Vision)'],FALSE,0.1
6037,"Pinguecula, Spot On White of Eye",[8974],['Eye (Vision)'],FALSE,0.1
6034,Pterygium (thickening of membrane),[8974],['Eye (Vision)'],FALSE,0.1
6019,Ptosis (drooping eyelid),[8974],['Eye (Vision)'],FALSE,0.1
6011,"Retina, localized scars",[8974],['Eye (Vision)'],FALSE,0.1
6006,Retinopathy or maculopathy,[8974],['Eye (Vision)'],FALSE,0.1
6002,Scleritis,[8974],['Eye (Vision)'],FALSE,0.1
6081,Scotoma,[8974],['Eye (Vision)'],FALSE,0.1
6036,Status Post Corneal Transplant,[8974],['Eye (Vision)'],FALSE,0.1
6091,Symblepharon (eyelid condition),[8974],['Eye (Vision)'],FALSE,0.1
6010,Tuberculosis of the eye,[8974],['Eye (Vision)'],FALSE,0.1
6009,Unhealed eye injury,[8974],['Eye (Vision)'],FALSE,0.1
7501,Abscess of kidney,[8975],['Genitourinary'],FALSE,0.1
7534,Artherosclerotic renal disease,[8975],['Genitourinary'],FALSE,0.1
7515,Calculus in bladder,[8975],['Genitourinary'],FALSE,0.1
7525,Chronic epididymo-orchitis,[8975],['Genitourinary'],FALSE,0.1
7502,Chronic nephritis,[8975],['Genitourinary'],FALSE,0.1
7504,Chronic pyelonephritis,[8975],['Genitourinary'],FALSE,0.1
7530,Chronic renal disease,[8975],['Genitourinary'],FALSE,0.1
7523,Complete atrophy of the testis,[8975],['Genitourinary'],FALSE,0.1
7533,Cystic diseases of the kidneys,[8975],['Genitourinary'],FALSE,0.1
7512,Cystitis,[8975],['Genitourinary'],FALSE,0.1
7516,Fistula of bladder,[8975],['Genitourinary'],FALSE,0.1
7519,Fistula of urethra,[8975],['Genitourinary'],FALSE,0.1
7536,Glomerulonephritis,[8975],['Genitourinary'],FALSE,0.1
7509,Hydronephrosis,[8975],['Genitourinary'],FALSE,0.1
7517,Injury of bladder,[8975],['Genitourinary'],FALSE,0.1
7537,Interstitial nephritis,[8975],['Genitourinary'],FALSE,0.1
7540,Intravascular kidney disease,[8975],['Genitourinary'],FALSE,0.1
7531,Kidney transplant,[8975],['Genitourinary'],FALSE,0.1
7508,Nephrolithiasis (kidney stones),[8975],['Genitourinary'],FALSE,0.1
7507,Nephrosclerosis,[8975],['Genitourinary'],FALSE,0.1
7542,Neurogenic bladder,[8975],['Genitourinary'],FALSE,0.1
7538,Papillary necrosis,[8975],['Genitourinary'],FALSE,0.1
7522,Penile deformity (loss of erectile power),[8975],['Genitourinary'],FALSE,0.1
7527,Prostate gland injuries,[8975],['Genitourinary'],FALSE,0.1
7521,Removal of glans of penis,[8975],['Genitourinary'],FALSE,0.1
7520,Removal of half or more of the penis,[8975],['Genitourinary'],FALSE,0.1
7500,Removal of kidney,[8975],['Genitourinary'],FALSE,0.1
7524,Removal of testis,[8975],['Genitourinary'],FALSE,0.1
7539,Renal amyloid disease,[8975],['Genitourinary'],FALSE,0.1
7541,Renal involvement with systemic disease process,[8975],['Genitourinary'],FALSE,0.1
7532,Renal tubular disorders,[8975],['Genitourinary'],FALSE,0.1
7518,Stricture of the urethra,[8975],['Genitourinary'],FALSE,0.1
7511,Stricture of ureter,[8975],['Genitourinary'],FALSE,0.1
7535,Toxic nephropathy,[8975],['Genitourinary'],FALSE,0.1
7510,Urinary condition,[8975],['Genitourinary'],FALSE,0.1
7620,Complete atrophy of both ovaries,[8978],['Gynecological'],FALSE,0.1
7612,Disease or injury of the cervix,[8978],['Gynecological'],FALSE,0.1
7614,Disease or injury of the fallopian tube,[8978],['Gynecological'],FALSE,0.1
7615,Disease or injury of the ovary,[8978],['Gynecological'],FALSE,0.1
7613,Disease or injury of the uterus,[8978],['Gynecological'],FALSE,0.1
7611,Disease or injury of the vagina,[8978],['Gynecological'],FALSE,0.1
7610,Disease or injury of the vulva,[8978],['Gynecological'],FALSE,0.1
7622,Displacement of uterus,[8978],['Gynecological'],FALSE,0.1
7629,Endometriosis,[8978],['Gynecological'],FALSE,0.1
7632,None,[8978],['Gynecological'],FALSE,0.1
7621,Prolapse of uterus,[8978],['Gynecological'],FALSE,0.1
7624,Rectovaginal fistula,[8978],['Gynecological'],FALSE,0.1
7619,Removal of ovary,[8978],['Gynecological'],FALSE,0.1
7618,Removal of uterus,[8978],['Gynecological'],FALSE,0.1
7617,Removal of uterus and both ovaries,[8978],['Gynecological'],FALSE,0.1
7626,Surgery of breast,[8978],['Gynecological'],FALSE,0.1
7623,Surgical complications of pregnancy,[8978],['Gynecological'],FALSE,0.1
7625,Urethrovaginal fistula,[8978],['Gynecological'],FALSE,0.1
6100,Hearing loss,[3140],['Hearing Loss'],FALSE,0.1
6201,Otitis media,[3140],['Hearing Loss'],FALSE,0.1
6202,Otosclerosis,[3140],['Hearing Loss'],FALSE,0.1
6260,Tinnitus,[3140],['Hearing Loss'],FALSE,0.1
7114,Arteriosclerosis obliterans,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7005,Arteriosclerotic heart disease,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7113,Arteriovenous fistula,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7015,Atrioventricular block,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7019,Cardiac transplantation,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7020,Cardiomyopathy,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7017,Coronary bypass surgery,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7001,Endocarditis,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7016,Heart valve replacement,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7007,Hypertensive heart disease,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7008,Hyperthyroid heart disease,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7018,Implantable cardiac pacemakers,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7003,Pericardial adhesions,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7002,Pericarditis,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7010,Supraventricular arrhythmias,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7004,Syphilitic heart disease,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7115,Thrombo-angiitis obliterans (Buerger's Disease),[8979],['Heart/Veins/Arteries'],FALSE,0.1
7000,Valvular heart disease,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7011,Ventricular Arrhythmias,[8979],['Heart/Veins/Arteries'],FALSE,0.1
7702,Acute agranulocytosis,[8981],['Hemic and Lymphatic'],FALSE,0.1
7700,Anemia,[8981],['Hemic and Lymphatic'],FALSE,0.1
7716,Aplastic anemia,[8981],['Hemic and Lymphatic'],FALSE,0.1
7707,Injury of spleen,[8981],['Hemic and Lymphatic'],FALSE,0.1
7720,None,[8981],['Hemic and Lymphatic'],FALSE,0.1
7721,None,[8981],['Hemic and Lymphatic'],FALSE,0.1
7722,None,[8981],['Hemic and Lymphatic'],FALSE,0.1
7723,None,[8981],['Hemic and Lymphatic'],FALSE,0.1
7704,Polycythemia,[8981],['Hemic and Lymphatic'],FALSE,0.1
7714,Sickle cell anemia,[8981],['Hemic and Lymphatic'],FALSE,0.1
7706,Splenectomy (removal of spleen),[8981],['Hemic and Lymphatic'],FALSE,0.1
7705,Thrombocytopenia,[8981],['Hemic and Lymphatic'],FALSE,0.1
6313,Avitaminosis,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6306,Bartonellosis,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6314,Beriberi,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6316,Brucellosis,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6300,"Cholera, Asiatic",[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6354,Chronic fatigue syndrome,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
7809,Discoid lupus,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6351,HIV-Related Illness,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6302,Leprosy (Hansen's disease),[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6319,Lyme Disease,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6305,Lymphatic Filariasis,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6304,Malaria,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6318,Melioidosis,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6320,Parasitic disease,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6315,Pellagra,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6307,Plague,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6308,Relapsing Fever,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6309,Rheumatic Fever,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6310,Syphilis,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6350,Systemic lupus erythematosus,[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6317,"Typhus, scrub",[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
6301,Visceral Leishmaniasis (Black fever),[8986],"['Infectious Diseases, Immune Disorders & Nutritional Deficiencies']",FALSE,0.1
9413,"Anxiety disorder, unspecified",[8989],['Mental Disorders'],FALSE,0.1
9210,Atypical psychosis,[8989],['Mental Disorders'],FALSE,0.1
9432,Bipolar disorder,[8989],['Mental Disorders'],FALSE,0.1
9440,Chronic adjustment disorder,[8989],['Mental Disorders'],FALSE,0.1
9424,Conversion disorder,[8989],['Mental Disorders'],FALSE,0.1
9431,Cyclothymic disorder,[8989],['Mental Disorders'],FALSE,0.1
9300,Delirium,[8989],['Mental Disorders'],FALSE,0.1
9208,Delusional disorder,[8989],['Mental Disorders'],FALSE,0.1
9326,Dementia due to general medical conditions,[8989],['Mental Disorders'],FALSE,0.1
9304,Dementia due to head trauma,[8989],['Mental Disorders'],FALSE,0.1
9301,Dementia due to infection,[8989],['Mental Disorders'],FALSE,0.1
9312,"Dementia, Alzheimer's type",[8989],['Mental Disorders'],FALSE,0.1
9310,"Dementia, unknown etiology",[8989],['Mental Disorders'],FALSE,0.1
9417,Depersonalization disorder,[8989],['Mental Disorders'],FALSE,0.1
9416,Dissociative disorder (multiple personalities),[8989],['Mental Disorders'],FALSE,0.1
9433,Dysthymic disorder,[8989],['Mental Disorders'],FALSE,0.1
9400,Generalized anxiety disorder,[8989],['Mental Disorders'],FALSE,0.1
9425,Hypochondriasis,[8989],['Mental Disorders'],FALSE,0.1
9434,Major depressive disorder,[8989],['Mental Disorders'],FALSE,0.1
9435,Mood disorder,[8989],['Mental Disorders'],FALSE,0.1
9404,Obsessive compulsive disorder,[8989],['Mental Disorders'],FALSE,0.1
9327,Organic mental disorders,[8989],['Mental Disorders'],FALSE,0.1
9422,Pain disorder,[8989],['Mental Disorders'],FALSE,0.1
9412,Panic disorder and/or agoraphobia,[8989],['Mental Disorders'],FALSE,0.1
9211,Schizoaffective disorder,[8989],['Mental Disorders'],FALSE,0.1
9202,"Schizophrenia, catatonic type",[8989],['Mental Disorders'],FALSE,0.1
9201,"Schizophrenia, disorganized type",[8989],['Mental Disorders'],FALSE,0.1
9203,"Schizophrenia, paranoid type",[8989],['Mental Disorders'],FALSE,0.1
9204,"Schizophrenia, undifferentiated type",[8989],['Mental Disorders'],FALSE,0.1
9205,"Schizophrenia, unspecified",[8989],['Mental Disorders'],FALSE,0.1
9403,Simple or social phobia,[8989],['Mental Disorders'],FALSE,0.1
9421,Somatization disorder,[8989],['Mental Disorders'],FALSE,0.1
9423,Undifferentiated somatoform disorder,[8989],['Mental Disorders'],FALSE,0.1
9410,Unspecified neurosis,[8989],['Mental Disorders'],FALSE,0.1
9305,Vascular dementia,[8989],['Mental Disorders'],FALSE,0.1
5056,"Ankle replacement, prosthesis",[8991],['Musculoskeletal - Ankle'],FALSE,0.1
5270,Ankylosis of ankle,[8991],['Musculoskeletal - Ankle'],FALSE,0.1
5274,Astragalectomy (ankle condition),[8991],['Musculoskeletal - Ankle'],FALSE,0.1
5271,Limitation of motion of the ankle,[8991],['Musculoskeletal - Ankle'],FALSE,0.1
5273,Malunion of ankle,[8991],['Musculoskeletal - Ankle'],FALSE,0.1
5004,"Arthritis, gonorrheal",[8992],['Musculoskeletal - Arthritis'],FALSE,0.1
5009,"Arthritis, other types",[8992],['Musculoskeletal - Arthritis'],FALSE,0.1
5005,"Arthritis, pneumococcic",[8992],['Musculoskeletal - Arthritis'],FALSE,0.1
5008,"Arthritis, streptococcic",[8992],['Musculoskeletal - Arthritis'],FALSE,0.1
5007,"Arthritis, syphilitic",[8992],['Musculoskeletal - Arthritis'],FALSE,0.1
5006,"Arthritis, typhoid",[8992],['Musculoskeletal - Arthritis'],FALSE,0.1
5003,Degenerative arthritis,[8992],['Musculoskeletal - Arthritis'],FALSE,0.1
5017,Gout,[8992],['Musculoskeletal - Arthritis'],FALSE,0.1
5002,Rheumatoid arthritis,[8992],['Musculoskeletal - Arthritis'],FALSE,0.1
5010,Traumatic arthritis,[8992],['Musculoskeletal - Arthritis'],FALSE,0.1
5205,Ankylosis of the elbow,[8993],['Musculoskeletal - Elbow'],FALSE,0.1
5052,"Elbow replacement, prosthesis",[8993],['Musculoskeletal - Elbow'],FALSE,0.1
5208,Forearm flexion limited to 100; extension to 45,[8993],['Musculoskeletal - Elbow'],FALSE,0.1
5213,Impaired supination and pronation of forearm,[8993],['Musculoskeletal - Elbow'],FALSE,0.1
5209,Impairment of elbow or flail joint,[8993],['Musculoskeletal - Elbow'],FALSE,0.1
5212,Impairment of radius,[8993],['Musculoskeletal - Elbow'],FALSE,0.1
5211,Impairment of ulna,[8993],['Musculoskeletal - Elbow'],FALSE,0.1
5207,Limited extension of the forearm,[8993],['Musculoskeletal - Elbow'],FALSE,0.1
5206,Limited flexion of the forearm,[8993],['Musculoskeletal - Elbow'],FALSE,0.1
5210,Nonunion of radius and ulna,[8993],['Musculoskeletal - Elbow'],FALSE,0.1
5278,"Claw foot (pes cavus, acquired",[8994],['Musculoskeletal - Foot'],FALSE,0.1
5276,"Flatfoot, acquired",[8994],['Musculoskeletal - Foot'],FALSE,0.1
5281,"Hallux rigidus (foot), unilateral, severe",[8994],['Musculoskeletal - Foot'],FALSE,0.1
5280,"Hallux valgus, unilateral (foot condition)",[8994],['Musculoskeletal - Foot'],FALSE,0.1
5282,Hammer toe,[8994],['Musculoskeletal - Foot'],FALSE,0.1
5283,Malunion of tarsal or metatarsal bones (toes),[8994],['Musculoskeletal - Foot'],FALSE,0.1
5279,Metatarsalgia (foot pain) (Morton's disease),[8994],['Musculoskeletal - Foot'],FALSE,0.1
5269,NA,[8994],['Musculoskeletal - Foot'],FALSE,0.1
5269,NA,[8994],['Musculoskeletal - Foot'],FALSE,0.1
5284,Residuals of foot injury,[8994],['Musculoskeletal - Foot'],FALSE,0.1
5277,"Weak foot condition, bilateral",[8994],['Musculoskeletal - Foot'],FALSE,0.1
5225,Ankylosis of the index finger,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5226,Ankylosis of the middle finger,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5227,Ankylosis of the ring or little finger,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5224,Ankylosis of the thumb,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5220,Favorable ankylosis of all fingers,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5221,Favorable ankylosis of four fingers,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5222,Favorable ankylosis of three fingers,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5223,Favorable ankylosis of two fingers,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5229,Limitation of motion of index or long finger,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5230,Limitation of motion of ring or little finger,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5228,Limitation of motion of thumb,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5217,Unfavorable ankylosis of four fingers,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5216,Unfavorable ankylosis of one hand,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5218,Unfavorable ankylosis of three fingers,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5219,Unfavorable ankylosis of two fingers,[8995],['Musculoskeletal - Hand'],FALSE,0.1
5250,Ankylosis of the hip,[8996],['Musculoskeletal - Hip'],FALSE,0.1
5254,Hip or flail joint condition,[8996],['Musculoskeletal - Hip'],FALSE,0.1
5054,Hip replacement,[8996],['Musculoskeletal - Hip'],FALSE,0.1
5251,Limitation of extension of the thigh,[8996],['Musculoskeletal - Hip'],FALSE,0.1
5252,Limitation of flexion of the thigh,[8996],['Musculoskeletal - Hip'],FALSE,0.1
5253,"Thigh condition, general",[8996],['Musculoskeletal - Hip'],FALSE,0.1
5256,Ankylosis of the knee,[8997],['Musculoskeletal - Knee'],FALSE,0.1
5258,"Dislocated cartilage, semilunar - knee",[8997],['Musculoskeletal - Knee'],FALSE,0.1
5263,Gena recurvatum - knee condition,[8997],['Musculoskeletal - Knee'],FALSE,0.1
5262,Impairment of lower leg - tibia and fibula,[8997],['Musculoskeletal - Knee'],FALSE,0.1
5257,"Impairment of the knee, general",[8997],['Musculoskeletal - Knee'],FALSE,0.1
